"CO_SH6";"NO_SH6_POR";"NO_SH6_ESP";"NO_SH6_ING";"CO_SH4";"NO_SH4_POR";"NO_SH4_ESP";"NO_SH4_ING";"CO_SH2";"NO_SH2_POR";"NO_SH2_ESP";"NO_SH2_ING";"CO_NCM_SECROM";"NO_SEC_POR";"NO_SEC_ESP";"NO_SEC_ING"
"441139";"Outros painéis de fibras de madeira, 0.35g/cm3<d<=0.5g/cm3";"Ots.tableros de fibras de madera, 0.35<d<=0.5g/cm3";"Other fibreboard of wood, 0.35<d<=0.5g/cm3";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441191";"Outs.painéis de fibras de madeira, n/trab.mecan.n/recob.";"Ots.tableros de fibras de madera, s/trab.mecán.ni recubr";"Other fibreboard of wood, n/mechally worked n/coved";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441192";"Painéis de fibra de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outros algutinantes orgânicos, com densidade superior a 0,8g/cm3";"Tableros de fibra de madera u otras materias leñosas, incl. aglomeradas con resinas o demás aglutinantes orgánicos, de densidad > 0,8 g/cm³";"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or other organic bonding agents, of a density of > 0,8 g/cm³ (excl. medium density fibreboard MDF;  particle board, whether or not bonded with one or more sheets of fi";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441193";"Painéis de fibra de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outros algutinantes orgânicos, com densidade superior a 0,5g/cm3 mas não superior a 0,8g/cm3";"Tableros de fibra de madera u otras materias leñosas, incl. aglomeradas con resinas o demás aglutinantes orgánicos, de densidad entre 0,5 g/cm³ y 0,8 g/cm³";"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or other organic bonding agents, of a density of > 0,5 g to 0,8 g/cm³ (excl. medium density fibreboard MDF; particle board, whether or not bonded with one or more shee";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441194";"Painéis de fibra de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou outros algutinantes orgânicos, com densidade não superior a 0,5g/cm3";"Tableros de fibra de madera u otras materias leñosas, incl. aglomeradas con resinas o demás aglutinantes orgánicos, de densidad <= 0,5 g/cm³";"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or other organic bonding agents, of a density of <= 0,5 g/cm³ (excl. medium density fibreboard MDF; particle board, whether or not bonded with one or more sheets of fi";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441199";"Outros painéis de fibras de madeira";"Ots.tableros de fibras de madera";"Other fibreboard of wood";"4411";"Painéis de fibras de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos";"Tableros de fibra de madera u otras materias leñosas, incluso aglomerados con resinas u otros aglutinantes orgánicos";"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441210";"Madeira compensada ou folheada, e madeiras estratificadas semelhantes, de bambu";"Maderas en bambú, chapadas, y maderas laminadas similares en bambú, sin tableros de partículas, sin tableros denominados ""blockboard"", ""laminboard"" y ""battenboard"" (exc. maderas contrachapadas, tableros en madera dichos ""densificados"", tableros celulares,";"Veneered panels and similar laminated wood, of bamboo, not containing particle board and without blockboard, laminboard or battenboard (excl. plywood, sheets of compressed wood, hollow-core composite panels, parquet panels or sheets, inlaid wood and sheet";"4412";"Madeira contraplacada ou compensada, madeira folheada, e madeiras estratificadas semelhantes";"Madera contrachapada, madera chapada y madera estratificada similar";"Plywood, veneered panels and similar laminated wood";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441213";"Madeira compensada c/fls<=6mm, face de madeira tropical";"Madera contrachapada c/hjs<=6mm, c/hj.ext.de mad.tropic.";"Plywood consist.sheets<=6mm, face of tropical wood";"4412";"Madeira contraplacada ou compensada, madeira folheada, e madeiras estratificadas semelhantes";"Madera contrachapada, madera chapada y madera estratificada similar";"Plywood, veneered panels and similar laminated wood";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441214";"Madeira compensada c/fls<=6mm, face de madeira n/conifer";"Mad.contrachapada c/hjs<=6mm, c/hj.ext.de mad.dist.coníf";"Plywood consist.sheets<=6mm, face of non-conferous wood";"4412";"Madeira contraplacada ou compensada, madeira folheada, e madeiras estratificadas semelhantes";"Madera contrachapada, madera chapada y madera estratificada similar";"Plywood, veneered panels and similar laminated wood";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441219";"Outras madeiras compensadas, com folhas de espessura <=6mm";"Ots.maderas contrachapadas c/hojas<=6mm";"Other plywood consisting in sheets of thickness<=6mm";"4412";"Madeira contraplacada ou compensada, madeira folheada, e madeiras estratificadas semelhantes";"Madera contrachapada, madera chapada y madera estratificada similar";"Plywood, veneered panels and similar laminated wood";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
"441222";"Outs.madeiras compens.face mad.n/conif.camada mad.trop.";"Ots.mad.contrach.c/hj.ext.de mad.dist.coníf.cam.m.trop.";"Oth.plywood, ply of non-conferous wood, layer trop.wood";"4412";"Madeira contraplacada ou compensada, madeira folheada, e madeiras estratificadas semelhantes";"Madera contrachapada, madera chapada y madera estratificada similar";"Plywood, veneered panels and similar laminated wood";"44";"Madeira, carvão vegetal e obras de madeira";"Madera, carbón vegetal y manufacturas de madera";"Wood and articles of wood; wood charcoal";"IX";"Madeira, carvão vegetal e obras de madeira; Cortiça e suas obras; Obras de espartaria ou de cestaria";"Madera, carbón vegetal y manufacturas de madera; Corcho y manufacturas de corcho; Manufacturas de espartería o de cestería";"Wood and articles of wood; Wood charcoal; Cork and articles of cork; Manufactures of straw, of esparto or of other plaiting materials; Basketware and wickerwork"
